player_id;name;nationality;position;overall;age;hits;potential;team
242714;Chris Mueller;United States;Medio Derecho|Extremo Derecho;65;23;0;73;Orlando City Soccer Club 
242692;Keita Nakamura;Japan;Delantero Centro|Medio Izquierdo;65;27;0;66;Shimizu S-Pulse 
242670;Toni Domgjoni;Switzerland;Medio Centro Defensivo|Medio Central;65;21;0;79;FC Zürich 
242603;Harisson Marcelin;France;Defensor Centro;65;20;1;75;AS Monaco Football Club SA 
242580;Kazuki Kushibiki;Japan;Defensor Izquierdo|Defensor Centro;65;27;0;67;Sanfrecce Hiroshima 
242577;Romain Faivre;France;Medio Central;65;22;1;74;AS Monaco Football Club SA 
242562;Jasper van der Werff;Switzerland;Defensor Centro;65;21;1;78;FC Basel 1893 
242554;Brandon Bye;United States;Defensor Derecho|Defensor Izquierdo;65;24;0;70;New England Revolution 
242551;Ian Smith;Costa Rica;Carrilero Derecho|Medio Derecho|Extremo Derecho;65;22;2;75;IFK Norrköping 
242542;Aaron Herrera;United States;Defensor Derecho|Defensor Izquierdo;65;23;2;73;Real Salt Lake 
242525;Carlo Sickinger;Germany;Defensor Centro|Medio Centro Defensivo|Medio Central;65;23;1;73;1. FC Kaiserslautern 
242450;Yonathan Andia;Chile;Defensor Derecho|Medio Central;65;27;0;66;Unión La Calera 
242434;Curtis Jones;England;Medio Izquierdo|Medio Central|Medio Centro Ofensivo;65;19;26;85;Liverpool 
242350;Rifet Kapic;Bosnia & Herzegovina;Medio Derecho|Medio Central|Medio Centro Ofensivo;65;25;1;72;SC Paderborn 07 
242343;Nicolás Thaller;Argentina;Defensor Centro;65;21;2;74;Club Atlético Lanús 
242332;Gianluca Busio;United States;Medio Central|Medio Centro Ofensivo;65;18;6;78;Sporting Kansas City 
242312;Abdulfatah Adam;Saudi Arabia;Delantero Centro;65;25;0;70;Al Nassr 
242308;Ibrahim Chenihi;Algeria;Medio Derecho|Medio Izquierdo|Medio Centro Ofensivo;65;30;0;65;Damac FC 
242303;Fabián Torres;Chile;Defensor Centro;65;31;0;65;Audax Italiano 
242253;Mason Toye;United States;Delantero Centro;65;21;1;76;Minnesota United FC 
242242;Sébastien Cibois;France;Arquero;65;22;0;73;Stade Brestois 29 
242194;Christian Almeida;Uruguay;Defensor Izquierdo;65;30;0;65;Godoy Cruz 
242183;David Otto;Germany;Delantero Centro;65;21;1;78;1. FC Heidenheim 1846 
242163;Matias Cavalleri;Chile;Medio Derecho|Extremo Derecho;65;22;0;75;Curicó Unido 
242159;Ricardo Friedrich;Brazil;Arquero;65;27;1;67;MKE Ankaragücü 
242034;Jorge Díaz Price;Mexico;Medio Izquierdo;65;22;3;80;CD Everton de Viña del Mar 
242019;Augusto Lotti;Argentina;Delantero Centro;65;24;0;71;Atlético Tucumán 
242013;Carlos Cordero;Spain;Defensor Izquierdo|Defensor Centro;65;23;0;74;R. Sporting 
241935;Filip Kusic;Serbia;Defensor Izquierdo|Defensor Centro;65;24;1;72;FC Erzgebirge Aue 
241910;Christian Eggen Rismark;Norway;Defensor Centro;65;28;0;66;SK Brann 
241872;Sergio Barreto;Argentina;Defensor Centro;65;21;0;80;Independiente 
241858;Axel Bamba;Ivory Coast;Defensor Derecho|Defensor Centro;65;21;4;76;Paris FC 
241810;Chumi;Spain;Defensor Centro;65;21;10;80;FC Barcelona 
241765;Chima Akas;Nigeria;Defensor Izquierdo|Defensor Centro;65;26;0;68;Belenenses 
241710;Jerome Opoku;England;Defensor Izquierdo|Defensor Centro;65;21;1;76;Accrington Stanley 
241689;Roberto Massimo;Germany;Medio Derecho;65;19;3;78;VfB Stuttgart 
241659;Stephen Odey;Nigeria;Delantero Centro;65;22;1;72;KRC Genk 
241606;Leonel Ferroni;Argentina;Defensor Izquierdo;65;24;0;72;Newell's Old Boys 
241523;Marcus Forss;Finland;Delantero Centro;65;21;2;76;Brentford 
241500;Jacob Murillo;Ecuador;Medio Izquierdo|Extremo Izquierdo;65;27;0;65;Independiente del Valle 
241465;Chuca;Spain;Medio Derecho|Medio Central;65;23;0;73;Wisla Kraków 
241344;Yang Liyu;China PR;Delantero Centro|Medio Derecho|Extremo Derecho;65;23;0;74;Guangzhou Evergrande Taobao FC 
241275;Driss Khalid;Morocco;Delantero Centro|Medio Centro Ofensivo;65;21;0;73;Amiens SC 
241273;Gabriel Risso Patrón;Argentina;Defensor Izquierdo|Medio Izquierdo;65;24;0;72;Atlético Tucumán 
241190;Törles Knöll;Germany;Delantero Centro;65;22;1;74;SV Wehen Wiesbaden 
241172;Diego Barri;Spain;Medio Centro Defensivo|Medio Central;65;24;1;74;Albacete BP 
241139;Benjamin Hansen;Denmark;Defensor Centro;65;26;0;69;FK Haugesund 
241131;Leonel Justiniano;Bolivia;Medio Centro Defensivo;65;28;0;68;Club Deportivo Jorge Wilstermann 
241071;Moreto Cassamá;Guinea Bissau;Medio Centro Defensivo|Medio Central;65;22;0;76;Stade de Reims 
241016;Amedej Vetrih;Slovenia;Medio Centro Defensivo|Medio Central;65;29;0;65;Çaykur Rizespor 
240970;Martín Payero;Argentina;Medio Central;65;21;1;79;Club Atlético Talleres 
240896;Christian Alemán;Ecuador;Medio Derecho|Medio Izquierdo;65;24;0;71;Barcelona Guayaquil 
240891;Nicolás Sessa;Germany;Delantero Centro|Medio Centro Ofensivo;65;24;0;71;FC Erzgebirge Aue 
240872;Mthokozisi Dube;South Africa;Carrilero Derecho|Defensor Derecho|Extremo Derecho;65;27;1;66;Orlando Pirates 
240859;Berrocal;Spain;Defensor Centro;65;20;2;79;Sevilla FC 
240801;Luis Amarilla;Paraguay;Delantero Centro;65;24;1;71;Minnesota United FC 
240728;Duplexe Tchamba;Cameroon;Defensor Centro;65;22;0;77;Strømsgodset IF 
240697;Shandon Baptiste;Grenada;Medio Central;65;22;1;76;Brentford 
240660;Mehdi Léris;France;Delantero Centro|Medio Central;65;22;0;75;Sampdoria 
240616;Elvis Bwomono;Uganda;Carrilero Derecho|Defensor Derecho|Defensor Centro|Extremo Derecho;65;21;3;75;Southend United 
240576;Mauro Ortíz;Argentina;Extremo Derecho;65;25;0;68;Club Atlético Talleres 
240543;Maxime Leverbe;France;Defensor Centro;65;23;0;71;Chievo Verona 
240530;Arthur Yamga;France;Carrilero Derecho|Medio Derecho|Extremo Derecho;65;23;0;72;Desportivo das Aves 
240513;Ethan Hamilton;Scotland;Medio Centro Defensivo|Medio Central;65;21;2;78;Bolton Wanderers 
240500;Luke Woolfenden;England;Defensor Centro;65;21;1;78;Ipswich Town 
240475;Leonardo Candellone;Italy;Delantero Centro|Extremo Izquierdo;65;22;0;75;Pordenone 
240446;Curtis Tilt;England;Defensor Centro;65;28;1;67;Rotherham United 
240442;Imad Faraj;France;Medio Derecho;65;21;4;80;LOSC Lille 
240333;Bahadir Öztürk;Turkey;Defensor Centro;65;24;0;71;Antalyaspor 
240317;Zan Celar;Slovenia;Delantero Centro|Extremo Izquierdo;65;21;3;78;Cremona 
240212;Danijel Petkovic;Montenegro;Arquero;65;27;0;68;Angers SCO 
240195;Claudio Medina;Spain;Delantero Centro;65;26;0;68;Elche CF 
240176;Maximiliano Perg;Uruguay;Defensor Derecho|Defensor Centro;65;28;2;66;Puebla 
240119;Konrad Michalak;Poland;Medio Derecho;65;22;0;76;MKE Ankaragücü 
240067;David Gomis;France;Medio Derecho|Medio Izquierdo|Extremo Derecho;65;27;1;65;Clermont Foot 63 
240027;Albion Vrenezi;Kosovo;Delantero Centro|Medio Izquierdo|Medio Centro Ofensivo;65;26;0;66;FC Würzburger Kickers 
240026;Anthony Fontana;United States;Medio Centro Ofensivo;65;20;2;70;Philadelphia Union 
239997;Raul Asencio;Spain;Delantero Centro;65;22;3;78;Cosenza 
239977;Nicolas Kühn;Germany;Extremo Derecho|Extremo Izquierdo;65;20;2;78;FC Bayern München II 
239957;Sebastian Jakubiak;Germany;Medio Centro Defensivo|Medio Central;65;27;1;67;Heracles Almelo 
239949;João Queirós;Portugal;Defensor Centro;65;22;0;75;Willem II 
239944;Robert Taylor;Finland;Delantero Centro|Defensor Derecho|Extremo Derecho;65;25;0;68;SK Brann 
239805;Damian Oko;Poland;Defensor Centro;65;23;0;74;Zaglebie Lubin 
239754;Martin Koštál;Slovakia;Medio Derecho|Medio Izquierdo;65;24;0;70;Jagiellonia Bialystok 
239728;Lukasz Wolsztynski;Poland;Delantero Centro|Medio Centro Ofensivo;65;25;2;67;Górnik Zabrze 
239690;Fridolin Wagner;Germany;Medio Centro Defensivo|Medio Central;65;22;1;73;SC Preußen Münster 
239654;Jesús Hernández;Venezuela;Delantero Centro;65;27;0;65;Deportes Iquique 
239635;Karol Fila;Poland;Defensor Derecho;65;22;2;76;Lechia Gdansk 
239629;Alan Medina;Mexico;Medio Derecho|Medio Central;65;22;2;76;Deportivo Toluca 
239567;Jan Löhmannsröben;Germany;Defensor Centro|Medio Centro Defensivo;65;29;0;65;SC Preußen Münster 
239558;Godfried Roemeratoe;Netherlands;Medio Centro Defensivo;65;20;1;72;FC Twente 
239512;Melle Meulensteen;Netherlands;Defensor Centro;65;21;0;71;RKC Waalwijk 
239505;Patryk Kun;Poland;Medio Izquierdo;65;25;0;68;RKS Raków Czestochowa SA 
239476;Sandro Ingolitsch;Austria;Carrilero Derecho|Defensor Derecho|Medio Derecho|Extremo Derecho;65;23;0;71;spusu SKN St. Pölten 
239369;Teun Bijleveld;Netherlands;Medio Central|Medio Centro Ofensivo;65;22;0;74;Heracles Almelo 
239353;Navajo Bakboord;Netherlands;Defensor Derecho;65;21;0;75;Heracles Almelo 
239312;Durel Avounou;Congo;Medio Centro Defensivo|Medio Central;65;22;1;73;Stade Malherbe Caen 
239268;Neftali Manzambi;Switzerland;Delantero Centro;65;23;2;74;Valencia CF 
239259;Rocky Bushiri;Belgium;Defensor Centro;65;20;1;76;Sint-Truidense VV 
239215;Kelechi Nwakali;Nigeria;Medio Central|Medio Centro Ofensivo;65;22;1;77;SD Huesca 
239211;Bevic Moussiti-Oko;Congo;Delantero Centro;65;25;2;69;Le Mans FC 
239170;Vito Hammershøj-Mistrati;Denmark;Medio Central;65;28;0;66;Randers FC 
239158;Rasmus Minor Petersen;Denmark;Defensor Centro;65;31;0;65;Hobro IK 
239145;Eden Massouema;France;Medio Centro Defensivo|Medio Central;65;23;0;76;ESTAC Troyes 
239038;Romain Basque;France;Medio Centro Defensivo|Medio Central;65;25;0;74;Havre Athletic Club 
238984;Manuel Farrona Pulido;Germany;Medio Derecho|Medio Izquierdo;65;27;0;65;VfL Osnabrück 
238963;Christoph Greger;Germany;Defensor Centro;65;23;1;71;SpVgg Unterhaching 
238961;Max Dombrowka;Germany;Defensor Derecho|Defensor Izquierdo|Medio Centro Defensivo;65;28;0;65;SpVgg Unterhaching 
238936;Marius Kleinsorge;Germany;Medio Derecho;65;24;1;70;SV Meppen 
238902;Sami Al Khaibari;Saudi Arabia;Defensor Centro;65;30;0;65;Al Fayha 
238803;Tom Baumgart;Germany;Medio Derecho|Medio Izquierdo;65;22;0;73;FC Erzgebirge Aue 
238784;Björn Rother;Germany;Medio Centro Defensivo|Medio Central;65;24;0;70;1. FC Magdeburg 
238780;Dominic Volkmer;Germany;Defensor Centro;65;24;0;71;FC Carl Zeiss Jena 
238775;Sebastian Kowalczyk;Poland;Medio Derecho|Medio Izquierdo|Medio Central;65;21;0;75;Pogon Szczecin 
238743;Haji Wright;United States;Delantero Centro|Extremo Derecho|Extremo Izquierdo;65;22;0;76;VVV-Venlo 
238694;Lucas Röser;Germany;Delantero Centro;65;26;0;68;1. FC Kaiserslautern 
238693;Martin Röser;Germany;Medio Izquierdo|Extremo Izquierdo;65;29;0;65;Karlsruher SC 
238686;Pascal Sohm;Germany;Delantero Centro|Medio Derecho|Medio Izquierdo;65;28;0;65;Hallescher FC 
238684;Jeremias Lorch;Germany;Medio Centro Defensivo|Medio Central;65;24;0;69;SV Wehen Wiesbaden 
238666;Alexander Nandzik;Germany;Defensor Izquierdo;65;27;0;66;1. FC Kaiserslautern 
238662;Tymoteusz Puchacz;Poland;Defensor Izquierdo|Medio Derecho|Medio Izquierdo;65;21;3;79;Lech Poznan 
238649;Davy Frick;Germany;Defensor Centro|Medio Centro Defensivo|Medio Central;65;30;0;65;FSV Zwickau 
238642;Jonas Nietfeld;Germany;Delantero Centro|Medio Centro Ofensivo;65;26;0;68;Hallescher FC 
238636;Rico Preißinger;Germany;Medio Centro Defensivo|Medio Izquierdo|Medio Central;65;24;0;70;1. FC Magdeburg 
238599;Nico Granatowski;Germany;Medio Derecho|Medio Izquierdo;65;29;0;65;FC Hansa Rostock 
238578;Lee Jin Hyun;Korea Republic;Delantero Centro|Medio Centro Ofensivo;65;22;0;74;Daegu FC 
238570;Song Bum Keun;Korea Republic;Arquero;65;22;2;76;Jeonbuk Hyundai Motors 
238563;Danilo Wiebe;Germany;Medio Centro Defensivo|Medio Central;65;26;0;67;Eintracht Braunschweig 
238511;Thomas Basila;France;Defensor Centro;65;21;5;80;FC Nantes 
238489;Tim Boss;Germany;Arquero;65;27;0;69;SG Dynamo Dresden 
238450;Sean Raggett;England;Defensor Centro;65;26;0;70;Portsmouth 
238446;Tachi;Spain;Defensor Centro;65;22;1;78;D. Alavés 
238385;Lim Chan Wool;Korea Republic;Medio Izquierdo|Extremo Derecho|Extremo Izquierdo;65;26;0;67;Jeju United FC 
238379;Nikolas Nartey;Denmark;Medio Central|Medio Centro Ofensivo;65;20;2;79;FC Hansa Rostock 
238282;Mamadou Coulibaly;Senegal;Medio Central;65;21;3;79;Trapani 
238269;Jason Pendant;France;Defensor Izquierdo;65;23;0;74;New York Red Bulls 
238263;Fredrik P. Knudsen;Norway;Defensor Centro;65;23;0;74;FK Haugesund 
238236;Ola Brynhildsen;Norway;Delantero Centro|Medio Derecho|Medio Izquierdo;65;21;3;80;Stabæk Fotball 
238190;Juan Castillo;Netherlands;Defensor Izquierdo|Extremo Izquierdo;65;20;17;76;Ajax 
238147;Doàn Van Hâu;Vietnam;Defensor Izquierdo;65;21;3;75;SC Heerenveen 
238103;Liu Junshuai;China PR;Defensor Centro|Medio Centro Defensivo|Medio Central;65;25;0;71;Shandong Luneng TaiShan FC 
238058;Callum O'Hare;England;Medio Central|Medio Centro Ofensivo;65;22;0;76;Coventry City 
238034;Sulejman Krpic;Bosnia & Herzegovina;Delantero Centro;65;29;0;65;Suwon Samsung Bluewings 
237943;Dan Scarr;England;Defensor Centro;65;25;0;69;Walsall 
237936;Aron Dønnum;Norway;Medio Derecho|Extremo Derecho;65;22;0;74;Vålerenga Fotball 
237909;Ryohei Michibuchi;Japan;Medio Derecho|Medio Central|Medio Centro Ofensivo;65;26;0;67;Vegalta Sendai 
237867;David Cancola;Austria;Medio Centro Defensivo|Medio Central;65;23;0;71;TSV Hartberg 
237772;Matthias Verreth;Belgium;Medio Central|Medio Centro Ofensivo;65;22;0;72;Waasland-Beveren 
237763;Mitsunari Musaka;Japan;Medio Centro Defensivo|Medio Central;65;29;0;65;Shimizu S-Pulse 
237702;Matt Olosunde;United States;Defensor Derecho;65;22;0;74;Rotherham United 
237658;Santiago Bueno;Uruguay;Defensor Izquierdo|Defensor Centro;65;21;1;78;Girona FC 
237571;Jaroslav Mihalík;Slovakia;Medio Derecho|Medio Izquierdo;65;26;0;66;Lechia Gdansk 
237529;Luiz Fernando;Brazil;Medio Centro Defensivo|Medio Central;65;25;0;73;Desportivo das Aves 
237522;Jorge Cuenca;Spain;Defensor Centro;65;20;13;78;FC Barcelona 
237494;Ognjen Gnjatic;Bosnia & Herzegovina;Medio Centro Defensivo|Medio Central;65;28;0;65;Korona Kielce 
237452;Shinya Yajima;Japan;Medio Centro Defensivo|Medio Central;65;26;0;68;Gamba Osaka 
237443;Takuo Okubo;Japan;Arquero;65;30;0;65;Shimizu S-Pulse 
237438;Erik Expósito;Spain;Delantero Centro;65;24;0;72;Slask Wroclaw 
237415;Jordan Williams;England;Defensor Derecho;65;20;0;77;Barnsley 
237397;Brent Kallman;United States;Defensor Centro;65;29;1;66;Minnesota United FC 
237368;Bryan Passi;France;Defensor Centro|Medio Centro Defensivo;65;22;2;74;Chamois Niortais Football Club 
237348;Niklas Thor;Sweden;Medio Centro Defensivo|Medio Central;65;34;1;65;IK Sirius 
237331;Thibault De Smet;Belgium;Defensor Izquierdo|Defensor Centro|Medio Izquierdo;65;22;0;74;Sint-Truidense VV 
237254;Kévin Denkey;Togo;Delantero Centro;65;19;1;77;Nîmes Olympique 
237242;Felipe Román;Colombia;Defensor Derecho;65;24;0;72;Millonarios FC 
237217;Niko Hansen;Denmark;Medio Derecho;65;25;0;66;Houston Dynamo 
237213;Josh Knight;England;Defensor Centro|Medio Central;65;22;1;75;Peterborough United 
237198;Antoine Leautey;France;Medio Derecho|Medio Izquierdo;65;24;0;71;Chamois Niortais Football Club 
237177;Freddy Flórez;Colombia;Medio Centro Defensivo;65;27;0;68;Alianza Petrolera 
237143;Harlin Suárez;Colombia;Medio Centro Defensivo;65;26;0;72;Alianza Petrolera 
237116;Kortne Ford;United States;Defensor Derecho|Defensor Centro;65;24;0;72;Colorado Rapids 
237115;Wellington;Brazil;Arquero;65;25;1;70;Gil Vicente FC 
237005;Keanu Baccus;Australia;Medio Centro Defensivo|Medio Central;65;22;0;73;Western Sydney Wanderers 
236918;Anders Dreyer;Denmark;Delantero Centro|Medio Centro Ofensivo|Extremo Derecho;65;22;0;75;FC Midtjylland 
236883;Mikael Anderson;Iceland;Extremo Derecho|Extremo Izquierdo;65;22;0;75;FC Midtjylland 
236850;Felipe Ávila;Colombia;Medio Izquierdo|Medio Central;65;26;0;68;Patriotas Boyacá FC 
236841;Jordi Cortizo;Mexico;Medio Derecho|Medio Izquierdo;65;24;1;72;Gallos Blancos de Querétaro 
236760;Kike Pérez;Spain;Medio Centro Defensivo|Medio Central;65;23;0;72;R. Valladolid CF 
236757;Patryk Klimala;Poland;Delantero Centro;65;21;7;75;Celtic 
236712;Dimitri Lavalée;Belgium;Defensor Izquierdo|Defensor Centro;65;23;3;72;Standard de Liège 
236651;Brian Koglin;Germany;Defensor Centro;65;23;1;71;1. FC Magdeburg 
236629;Christopher Operi;Ivory Coast;Defensor Izquierdo;65;23;0;74;La Berrichonne de Châteauroux 
236553;Elias Huth;Germany;Delantero Centro;65;23;0;72;FSV Zwickau 
236507;Tomás Conechny;Argentina;Delantero Centro|Medio Izquierdo|Medio Centro Ofensivo;65;22;0;74;Portland Timbers 
236464;Julien Ngoy;Belgium;Delantero Centro|Medio Izquierdo;65;22;0;75;Stoke City 
236447;Ronaldo Peña;Venezuela;Delantero Centro;65;23;0;71;Houston Dynamo 
236432;Diego Sosa;Argentina;Defensor Izquierdo;65;23;0;76;Club Atlético Tigre 
236427;Simon Olsson;Sweden;Medio Central;65;22;0;73;IF Elfsborg 
236365;Connor Wood;England;Defensor Izquierdo|Carrilero Izquierdo|Medio Izquierdo|Extremo Izquierdo;65;24;0;73;Bradford City 
236351;Rodrigo González;Chile;Defensor Derecho|Medio Derecho;65;24;0;71;Unión La Calera 
236308;Riccardo Marchizza;Italy;Defensor Izquierdo|Defensor Centro;65;22;0;76;La Spezia 
236196;Nito Carbelho;Brazil;Delantero Centro|Medio Centro Ofensivo;65;28;0;65;Fluminense 
236028;Javi Díaz;Spain;Arquero;65;23;2;75;Sevilla FC 
235995;Alexandar Borkovic;Austria;Defensor Izquierdo|Defensor Centro;65;21;1;76;FK Austria Wien 
235989;Norberto Briasco;Ermenia;Delantero Centro|Medio Derecho|Medio Izquierdo;65;24;0;72;Club Atlético Huracán 
235929;Christian D'Urso;Italy;Medio Central|Medio Centro Ofensivo;65;23;0;76;Cittadella 
235887;Guevin Tormin;France;Delantero Centro|Medio Derecho;65;22;0;73;La Berrichonne de Châteauroux 
235662;Abdul Mumin;Ghana;Defensor Centro;65;22;0;75;FC Nordsjælland 
235590;Pablo Sisniega;Mexico;Arquero;65;25;1;72;LAFC 
235520;Rafa Mújica;Spain;Delantero Centro|Medio Derecho|Medio Izquierdo;65;21;2;77;Villarreal CF 
235465;Seo Young Jae;Korea Republic;Defensor Izquierdo;65;25;0;70;Holstein Kiel 
235380;Razvan Oaida;Romania;Medio Centro Defensivo|Medio Central;65;22;0;74;Fotbal Club FCSB 
235347;Tom Pearce;England;Defensor Izquierdo;65;22;2;76;Wigan Athletic 
235332;Gabriele Marchegiani;Italy;Arquero;65;24;0;73;Ascoli 
235303;Kamil Pestka;Poland;Defensor Izquierdo;65;21;0;74;Cracovia 
235295;Claudio Morra;Italy;Delantero Centro;65;25;0;69;Chiavari 
235244;Rasmus Nicolaisen;Denmark;Defensor Centro;65;23;0;73;FC Midtjylland 
235207;Sören Reddemann;Germany;Defensor Izquierdo|Defensor Centro;65;24;0;71;Chemnitzer FC 
235021;Luigi Canotto;Italy;Delantero Centro|Medio Derecho|Medio Izquierdo;65;26;2;66;Castellammare di Stabia 
234991;Moses Opondo;Uganda;Medio Central;65;22;1;73;Odense Boldklub 
234927;Raheem Edwards;Canada;Medio Derecho|Medio Izquierdo;65;25;0;70;Minnesota United FC 
234799;Yohan Demoncy;France;Medio Centro Defensivo|Medio Central;65;24;0;73;US Orléans Loiret Football 
234749;Song Ju Hun;Korea Republic;Defensor Centro;65;26;0;70;Tianjin Tianhai FC 
234746;Dimitar Iliev;Bulgaria;Delantero Centro|Medio Centro Ofensivo|Media Punta;65;31;2;65;Free Agents 
234706;Brandon Mason;England;Defensor Izquierdo|Carrilero Izquierdo|Extremo Izquierdo;65;22;0;75;Coventry City 
234669;Dorde Nikolic;Serbia;Arquero;65;23;0;75;FC Basel 1893 
234648;Michael Huber;Austria;Defensor Centro;65;30;0;65;TSV Hartberg 
234489;Frederik Gytkjær;Denmark;Delantero Centro|Medio Centro Ofensivo;65;27;0;66;Lyngby BK 
234476;Andreas Albers;Denmark;Delantero Centro;65;30;0;65;SSV Jahn Regensburg 
234453;Cem Özdemir;Turkey;Medio Derecho|Medio Central;65;28;0;65;Sivasspor 
234391;Fernando Medeiros;Brazil;Defensor Centro|Medio Centro Defensivo;65;24;0;71;Portimonense SC 
234372;Cristhian Machado;Bolivia;Medio Centro Defensivo|Medio Central;65;30;0;65;Club Bolívar 
234350;Viti Rozada;Spain;Medio Derecho;65;22;0;73;R. Oviedo 
234241;Beryly Lubala;DR Congo;Medio Izquierdo;65;22;1;77;Crawley Town 
234143;Massimiliano Mangraviti;Italy;Defensor Centro|Medio Centro Defensivo;65;22;2;75;Brescia 
234123;Araruna;Brazil;Defensor Derecho|Medio Centro Defensivo|Medio Central;65;24;1;73;Reading 
233873;Alexandru Stan;Romania;Defensor Derecho|Defensor Izquierdo|Medio Centro Defensivo;65;31;0;65;Fotbal Club FCSB 
233869;Alexandru Dandea;Romania;Defensor Centro|Medio Centro Defensivo;65;32;0;65;Asocia?ia Fotbal Club Astra Giurgiu 
233848;Jens Petter Hauge;Norway;Extremo Derecho|Extremo Izquierdo;65;20;0;78;FK Bodø/Glimt 
233780;Alexis Maldonado;Argentina;Defensor Centro;65;22;1;74;Club Atlético Banfield 
233602;George Hirst;England;Delantero Centro;65;21;3;75;Leicester City 
233568;Lee Sang Heon;Korea Republic;Delantero Centro|Medio Centro Ofensivo;65;22;0;73;Ulsan Hyundai Horang-i 
233510;Tahith Chong;Netherlands;Medio Derecho|Medio Izquierdo;65;20;26;81;Manchester United 
233467;Deyver Vega;Costa Rica;Medio Derecho|Extremo Derecho;65;27;0;65;Vålerenga Fotball 
233447;Franco Lobos;Chile;Delantero Centro|Medio Izquierdo;65;21;1;80;Universidad de Chile 
233417;Asier Benito;Spain;Delantero Centro;65;25;0;70;SD Ponferradina 
233410;Kweon Han Jin;Korea Republic;Defensor Centro;65;32;0;65;Jeju United FC 
233378;Jordan Shipley;Republic of Ireland;Medio Central|Medio Centro Ofensivo|Extremo Izquierdo;65;22;0;75;Coventry City 
233366;Valentin Henry;France;Carrilero Derecho|Extremo Derecho;65;26;0;68;Rodez Aveyron Football 
233309;Simón Ramírez;Chile;Defensor Derecho|Medio Derecho|Extremo Derecho;65;21;1;75;CD Universidad de Concepción 
233276;Andre Dozzell;England;Medio Central|Medio Centro Ofensivo;65;21;3;79;Ipswich Town 
233255;Hiroyuki Takasaki;Japan;Delantero Centro;65;34;1;65;Matsumoto Yamaga F.C. 
233182;Kaoru Takayama;Japan;Medio Derecho|Medio Izquierdo|Media Punta;65;32;0;65;Oita Trinita 
233160;Jung Won Jin;Korea Republic;Medio Central;65;25;0;70;FC Seoul 
233157;Nikita Medvedev;Russia;Arquero;65;25;0;71;Lokomotiv Moscow 
233145;Kentaro Moriya;Japan;Medio Centro Defensivo|Medio Central;65;31;0;65;Júbilo Iwata 
233043;Alexis Hinestroza;Colombia;Medio Centro Defensivo;65;31;0;65;Club Atlético Nacional Potosí 
232916;Keijiro Ogawa;Japan;Medio Derecho|Medio Izquierdo|Media Punta;65;28;0;65;Vissel Kobe 
232901;Mukhtar Ali;Saudi Arabia;Medio Centro Defensivo|Medio Central;65;22;1;72;Al Nassr 
232876;Yukitoshi Ito;Japan;Defensor Derecho;65;26;0;67;Kashima Antlers 
232874;Shuto Yamamoto;Japan;Defensor Izquierdo;65;35;0;65;Kashima Antlers 
232826;Francis Mac Allister;Argentina;Medio Centro Defensivo|Medio Central;65;24;0;72;Argentinos Juniors 
232768;Takuya Wada;Japan;Defensor Derecho|Defensor Izquierdo;65;30;1;65;Yokohama F·Marinos 
232764;Gonçalo Tavares;Portugal;Defensor Derecho;65;23;0;71;Granada CF 
232714;Yohei Toyoda;Japan;Delantero Centro;65;35;1;65;Sagan Tosu 
232685;Kentaro Oi;Japan;Defensor Centro;65;36;1;65;Júbilo Iwata 
232576;Yuki Kobayashi;Japan;Medio Centro Defensivo|Medio Central;65;31;0;65;Oita Trinita 
232567;Kazunari Ono;Japan;Defensor Centro;65;30;0;65;Shonan Bellmare 
232505;Takuto Hayashi;Japan;Arquero;65;37;0;65;Sanfrecce Hiroshima 
232489;Yoshiaki Komai;Japan;Carrilero Derecho|Medio Derecho|Medio Central|Extremo Derecho;65;28;0;65;Hokkaido Consadole Sapporo 
232479;Takuma Nishimura;Japan;Delantero Centro|Medio Central|Media Punta;65;23;0;71;Vegalta Sendai 
232439;Luca Vignali;Italy;Defensor Derecho|Medio Central;65;24;1;71;La Spezia 
232438;Gevaro Nepomuceno;Curacao;Defensor Izquierdo|Medio Derecho|Medio Izquierdo;65;27;0;65;Oldham Athletic 
232412;Ebou Adams;Gambia;Medio Centro Defensivo|Medio Central;65;24;0;72;Forest Green Rovers 
232379;Naoki Ishihara;Japan;Delantero Centro|Media Punta|Extremo Derecho;65;35;0;65;Shonan Bellmare 
232375;Tsukasa Umesaki;Japan;Medio Derecho|Medio Izquierdo|Media Punta;65;33;0;65;Shonan Bellmare 
232372;Takuya Okamoto;Japan;Carrilero Derecho|Defensor Centro|Medio Derecho|Extremo Derecho;65;28;1;65;Shonan Bellmare 
232343;Juan Galeano;Argentina;Medio Central;65;31;0;65;Club Atlético Central Córdoba 
232332;Sebastien Ibeagha;United States;Defensor Centro;65;28;1;67;New York City FC 
232295;Florin Bejan;Romania;Defensor Centro;65;29;0;65;Fotbal Club Academica Clinceni 
232166;Fabian Herbers;Germany;Delantero Centro|Medio Derecho;65;26;0;66;Chicago Fire Soccer Club 
232117;Julien Dacosta;France;Defensor Derecho|Defensor Izquierdo|Defensor Centro;65;24;0;72;Chamois Niortais Football Club 
232107;Eric Oelschlägel;Germany;Arquero;65;24;2;71;Borussia Dortmund 
231973;Danilo Acosta;Honduras;Defensor Izquierdo|Carrilero Izquierdo|Extremo Izquierdo;65;22;3;75;LA Galaxy 
231828;Frederik Tingager;Denmark;Defensor Centro;65;27;0;68;Aarhus AGF 
